"","x"
"2620","Acaa2"
"2621","Smad7"
"2622","Zfp516"
"2623","Cyb5a"
"2624","Tmx3"
"2625","1810055G02Rik"
"2626","Chka"
"2627","Ndufs8"
"2628","Aldh3b1"
"2629","Cdk2ap2"
"2630","Ptprcap"
"2631","Rbm4"
"2632","Dpp3"
"2633","Fosl1"
"2634","Fibp"
"2635","Rnaseh2c"
"2636","Cdc42ep2"
"2637","Slc22a20"
"2638","Ehd1"
"2639","Prdx5"
"2640","Plcb3"
"2641","Ppp1r14b"
"2642","Fkbp2"
"2643","Dnajc4"
"2644","Fermt3"
"2645","Plaat3"
"2646","9830166K06Rik"
"2647","Slc3a2"
"2648","Tmem223"
"2649","Ttc9c"
"2650","Ganab"
"2651","Fth1"
"2652","Tmem216"
"2653","Cyb561a3"
"2654","Slc15a3"
"2655","Patl1"
"2656","Zfp91"
"2657","Vps13a"
"2658","Anxa1"
"2659","Abhd17b"
"2660","Cemip2"
"2661","Ak3"
"2662","Jak2"
"2663","Plgrkt"
"2664","Cd274"
"2665","Uhrf2"
"2666","Ankrd22"
"2667","Stambpl1"
"2668","Acta2"
"2669","Ifit2"
"2670","Ifit3"
"2671","Ifit3b"
"2672","Ifit1bl2"
"2673","Ifit1"
"2674","Pcgf5"
"2675","Btaf1"
"2676","Hhex"
"2677","Entpd1"
"2678","Zfp518a"
"2679","Pik3ap1"
"2680","Arhgap19"
"2681","Pgam1"
"2682","Got1"
"2683","Entpd7"
"2684","Ndufb8"
"2685","Hif1an"
"2686","Slf2"
"2687","Ldb1"
"2688","Nolc1"
"2689","4833438C02Rik"
"2690","Nfkb2"
"2691","Sfxn2"
"2692","Taf5"
"2693","Stn1"
"2694","Sfr1"
"2695","Gm30541"
"2696","Dusp5"
"2697","Smc3"
"2698","Zdhhc6"
"2699","Vti1a"
"2700","Tcf7l2"
"2701","Nhlrc2"
"2702","Ccdc186"
"2703","Pdzd8"
"2704","Rab11fip2"
"2705","Eif3a"
"2706","Prdx3"
"2707","Zfp950"
"2708","Plp2"
"2709","Rbm3"
"2710","Cybb"
"2711","Dynlt3"
"2712","Bcor"
"2713","Ddx3x"
"2714","Fundc1"
"2715","Kdm6a"
"2716","Rp2"
"2717","Ndufb11"
"2718","Wdr44"
"2719","Il13ra1"
"2720","C330007P06Rik"
"2721","Sept6"
"2722","Upf3b"
"2723","Nkap"
"2724","Ndufa1"
"2725","Mcts1"
"2726","C1galt1c1"
"2727","Thoc2"
"2728","Utp14a"
"2729","Bcorl1"
"2730","Mbnl3"
"2731","Hprt"
"2732","C430049B03Rik"
"2733","Mospd1"
"2734","Arhgef6"
"2735","Rbmx"
"2736","Atp11c"
"2737","Vma21"
"2738","Cetn2"
"2739","Abcd1"
"2740","L1cam"
"2741","Naa10"
"2742","Hcfc1"
"2743","Irak1"
"2744","Flna"
"2745","Emd"
"2746","Lage3"
"2747","Ubl4a"
"2748","G6pdx"
"2749","Tbl1x"
"2750","Prkx"
"2751","Tab3"
"2752","Gk"
"2753","5430427O19Rik"
"2754","Pdk3"
"2755","Eif2s3x"
"2756","Gspt2"
"2757","F630028O10Rik"
"2758","Stard8"
"2759","Snx12"
"2760","Il2rg"
"2761","Taf1"
"2762","Nhsl2"
"2763","Rps4x"
"2764","Xist"
"2765","5530601H04Rik"
"2766","Atrx"
"2767","Magt1"
"2768","Cox7b"
"2769","Atp7a"
"2770","Pgk1"
"2771","2610002M06Rik"
"2772","Brwd3"
"2773","Sh3bgrl"
"2774","Diaph2"
"2775","Trmt2b"
"2776","Rpl36a"
"2777","Gla"
"2778","Zmat1"
"2779","Armcx5"
"2780","Tceal9"
"2781","Morf4l2"
"2782","Rnf128"
"2783","Nxt2"
"2784","Acsl4"
"2785","Ammecr1"
"2786","Tmem29"
"2787","Gnl3l"
"2788","Hsd17b10"
"2789","Smc1a"
"2790","Eif1ax"
"2791","Sh3kbp1"
"2792","Pdha1"
"2793","Reps2"
"2794","Zrsr2"
"2795","Bmx"
"2796","Mospd2"
"2797","Tlr7"
"2798","Msl3"
"2799","Hccs"
"2800","mt-Nd1"
"2801","mt-Nd2"
"2802","mt-Co1"
"2803","mt-Co2"
"2804","mt-Atp6"
"2805","mt-Co3"
"2806","mt-Nd3"
"2807","mt-Nd4l"
"2808","mt-Nd4"
"2809","mt-Nd5"
"2810","mt-Cytb"
"2811","Csprs"
"2812","AC149090.1"
