"seed","total_edges","network","AUPRC","AUROC"
1477,39,2,0.697698002607202,0.836805555555556
1477,42,2,0.562932466069259,0.836805555555556
1594,27,1,0.592447603995592,0.944444444444444
1594,30,1,0.548997087238411,0.861111111111111
1594,33,1,0.525443313757297,0.861111111111111
1594,36,1,0.485834395334097,0.888888888888889
1594,39,1,0.466430690184291,0.772222222222222
1594,42,1,0.449746698025328,0.743055555555556
1594,27,2,0.669761474908534,0.819444444444445
1594,30,2,0.592278808221005,0.819444444444445
1594,33,2,0.543122181292415,0.756944444444444
1594,36,2,0.523827251571547,0.694444444444444
1594,39,2,0.445787403278227,0.694444444444444
1594,42,2,0.410885416445219,0.694444444444444
1612,27,1,0.788994354155527,0.777777777777778
1612,30,1,0.74955061965019,0.740740740740741
1612,33,1,0.721720074469435,0.722222222222222
1612,36,1,0.597207330176683,0.722222222222222
1612,39,1,0.564803222366487,0.711805555555556
1612,42,1,0.50284917081436,0.691666666666667
1612,27,2,0.72269925896199,0.833333333333333
1612,30,2,0.642933546844066,0.833333333333333
1612,33,2,0.561750607587026,0.916666666666667
1612,36,2,0.483774542096368,0.833333333333333
1612,39,2,0.439427089957496,0.768518518518518
1612,42,2,0.406060190689496,0.679012345679012
2120,27,1,0.687093932595663,0.972222222222222
2120,30,1,0.629491075655412,0.902777777777778
2120,33,1,0.61888153194242,0.854166666666667
2120,36,1,0.538859645357779,0.78968253968254
2120,39,1,0.499455407411039,0.777777777777778
2120,42,1,0.44613270956264,0.777777777777778
2120,27,2,0.828975219995803,0.777777777777778
2120,30,2,0.676278486637608,0.787037037037037
2120,33,2,0.570572857542363,0.738888888888889
2120,36,2,0.546894800040462,0.738888888888889
2120,39,2,0.511324154266254,0.781746031746032
2120,42,2,0.460544364267584,0.791666666666667
2569,27,1,0.871911627356506,0.930555555555556
2569,30,1,0.805855319506977,0.868055555555556
2569,33,1,0.762097394515977,0.865740740740741
2569,36,1,0.756804368077706,0.884920634920635
2569,39,1,0.752035459348131,0.888888888888889
2569,42,1,0.697498622901818,0.872685185185185
2569,27,2,0.637658334023255,0.972222222222222
2569,30,2,0.593157257554103,0.972222222222222
2569,33,2,0.525746552397075,0.972222222222222
2569,36,2,0.498442965841155,0.736111111111111
2569,39,2,0.450909816908282,0.689814814814815
2569,42,2,0.430315889966545,0.71031746031746
3219,27,1,0.808151430836853,0.930555555555555
3219,30,1,0.673252961871888,0.888888888888889
3219,33,1,0.638669936874271,0.894444444444444
3219,36,1,0.585652877175368,0.821428571428571
3219,39,1,0.516753753997726,0.821428571428571
3219,42,1,0.491616665411027,0.798611111111111
3219,27,2,0.905810799868269,0.916666666666667
3219,30,2,0.767299951712627,0.875
3219,33,2,0.740999222194142,0.916666666666667
3219,36,2,0.650034064662548,0.928571428571429
