"seed","total_edges","network","AUPRC","AUROC"
6072,27,1,0.816489611011922,0.972222222222222
6072,27,2,0.693502802865151,0.814814814814815
6072,30,1,0.737785151612719,0.972222222222222
6072,30,2,0.669741865277579,0.875
6072,33,1,0.633808700454886,0.838888888888889
6072,33,2,0.665464812964813,0.898148148148148
6072,36,1,0.569795067456204,0.849206349206349
6072,36,2,0.651547006756684,0.911111111111111
6072,39,1,0.554932182638348,0.833333333333333
6072,39,2,0.580817203230996,0.815972222222222
6072,42,1,0.486524725274725,0.746913580246914
6072,42,2,0.535846192798873,0.763888888888889
6534,27,1,0.698522311022311,0.666666666666667
6534,27,2,0.817765043447642,0.888888888888889
6534,30,1,0.699966998157788,0.75
6534,30,2,0.778406497348805,0.875
6534,33,1,0.672311501364133,0.833333333333333
6534,33,2,0.752337559737854,0.883333333333333
6534,36,1,0.635778617393606,0.837962962962963
6534,36,2,0.792641059704588,0.854166666666667
6534,39,1,0.567889655862345,0.73015873015873
6534,39,2,0.783414109551133,0.880555555555555
6534,42,1,0.596004947433519,0.75
6534,42,2,0.697932154932471,0.910493827160494
