"","x"
"2616","Bysl"
"2617","9830107B12Rik"
"2618","A530064D06Rik"
"2619","Trem1"
"2620","Trem3"
"2621","Treml4"
"2622","Treml2"
"2623","B430306N03Rik"
"2624","Nfya"
"2625","Satb1"
"2626","Mpnd"
"2627","Ubxn6"
"2628","Plin5"
"2629","Dpp9"
"2630","Plin3"
"2631","Rpl36"
"2632","Ndufa11"
"2633","Rfx2"
"2634","Gtf2f1"
"2635","Tnfsf14"
"2636","C3"
"2637","Fbxl17"
"2638","Fer"
"2639","Man2a1"
"2640","Ppp4r1"
"2641","Ralbp1"
"2642","Ankrd12"
"2643","Ndufv2"
"2644","Washc1"
"2645","Tgif1"
"2646","Myl12a"
"2647","Lpin2"
"2648","Smchd1"
"2649","Dpy30"
"2650","Strn"
"2651","Gpatch11"
"2652","Eif2ak2"
"2653","Cebpzos"
"2654","Cebpz"
"2655","Ndufaf7"
"2656","Prkd3"
"2657","Cdc42ep3"
"2658","Galm"
"2659","Eml4"
"2660","Haao"
"2661","Gm19696"
"2662","Dync2li1"
"2663","Crem"
"2664","Map3k8"
"2665","Mpp7"
"2666","Rock1"
"2667","Rbbp8"
"2668","Npc1"
"2669","Impact"
"2670","B4galt6"
"2671","Rnf125"
"2672","Mapre2"
"2673","Zfp397"
"2674","Galnt1"
"2675","Rprd1a"
"2676","Mocos"
"2677","Iws1"
"2678","4933408B17Rik"
"2679","Brd8"
"2680","Egr1"
"2681","Etf1"
"2682","Ctnna1"
"2683","Pura"
"2684","Cystm1"
"2685","Pfdn1"
"2686","Cd14"
"2687","Tmco6"
"2688","Ik"
"2689","Hars2"
"2690","Taf7"
"2691","Ndfip1"
"2692","Arhgap26"
"2693","Lars"
"2694","Gm4013"
"2695","Rbm27"
"2696","Eif3j2"
"2697","Dcp2"
"2698","Fem1c"
"2699","Eif1a"
"2700","Ap3s1"
"2701","Tnfaip8"
"2702","Lmnb1"
"2703","Smim3"
"2704","Cd74"
"2705","Slc26a2"
"2706","Txnl1"
"2707","Malt1"
"2708","Sec11c"
"2709","Pmaip1"
"2710","Mppe1"
"2711","Impa2"
"2712","Tcf4"
"2713","Me2"
"2714","Mbd1"
"2715","Acaa2"
"2716","Lipg"
"2717","Pstpip2"
"2718","Adnp2"
"2719","Rbfa"
"2720","Pqlc1"
"2721","Zfp516"
"2722","Zfp407"
"2723","Cndp2"
"2724","Cyb5a"
"2725","Tmx3"
"2726","Chka"
"2727","Ndufs8"
"2728","Aldh3b1"
"2729","Nudt8"
"2730","Gstp1"
"2731","Cdk2ap2"
"2732","Pitpnm1"
"2733","Aip"
"2734","Tbc1d10c"
"2735","Ppp1ca"
"2736","Pold4"
"2737","Ccs"
"2738","Banf1"
"2739","Fosl1"
"2740","Ccdc85b"
"2741","Fibp"
"2742","Ap5b1"
"2743","Rnaseh2c"
"2744","Kat5"
"2745","Sipa1"
"2746","Fam89b"
"2747","Cdc42ep2"
"2748","Slc22a20"
"2749","Syvn1"
"2750","Snx15"
"2751","Ehd1"
"2752","Map4k2"
"2753","Rasgrp2"
"2754","Prdx5"
"2755","Bad"
"2756","Plcb3"
"2757","Fkbp2"
"2758","Fermt3"
"2759","Slc3a2"
"2760","Bscl2"
"2761","1810009A15Rik"
"2762","B3gat3"
"2763","Fth1"
"2764","Tmem216"
"2765","Cyb561a3"
"2766","Slc15a3"
"2767","Patl1"
"2768","Mpeg1"
"2769","Dtx4"
"2770","Fam111a"
"2771","Zfp91"
"2772","Tle4"
"2773","Gnaq"
"2774","Vps13a"
"2775","Gcnt1"
"2776","Ostf1"
"2777","Nmrk1"
"2778","Anxa1"
"2779","Zfand5"
"2780","Gm50255"
"2781","1110059E24Rik"
"2782","Cemip2"
"2783","Klf9"
"2784","Dock8"
"2785","Smarca2"
"2786","Plgrkt"
"2787","Cd274"
"2788","Ermp1"
"2789","9930021J03Rik"
"2790","Uhrf2"
"2791","Sgms1"
"2792","Ankrd22"
"2793","Stambpl1"
"2794","Acta2"
"2795","Fas"
"2796","Ifit3b"
"2797","Ifit1bl2"
"2798","Ifit1"
"2799","Hhex"
"2800","Exoc6"
"2801","Sorbs1"
"2802","Entpd1"
"2803","Zfp518a"
"2804","Pik3ap1"
"2805","Lcor"
"2806","Arhgap19"
"2807","Frat1"
"2808","Pgam1"
"2809","Ubtd1"
"2810","Got1"
"2811","BC037704"
"2812","Entpd7"
"2813","Ndufb8"
"2814","Ldb1"
"2815","4833438C02Rik"
"2816","Nfkb2"
"2817","Cuedc2"
"2818","Borcs7"
"2819","Cnnm2"
"2820","Nt5c2"
"2821","Slk"
"2822","Sfr1"
"2823","Add3"
"2824","Gm30541"
"2825","Dusp5"
"2826","Smc3"
"2827","Nhlrc2"
"2828","Ccdc186"
"2829","Fam160b1"
"2830","Pdzd8"
"2831","Eif3a"
"2832","Prickle3"
"2833","Plp2"
"2834","Cybb"
"2835","Dynlt3"
"2836","Mid1ip1"
"2837","Bcor"
"2838","Ddx3x"
"2839","Rp2"
"2840","Ndufb11"
"2841","Rbm10"
"2842","Cfp"
"2843","Wdr44"
"2844","Sept6"
"2845","Rpl39"
"2846","Upf3b"
"2847","Ndufa1"
"2848","Mcts1"
"2849","Thoc2"
"2850","Stag2"
"2851","Utp14a"
"2852","Aifm1"
"2853","Stk26"
"2854","Mospd1"
"2855","Ints6l"
"2856","Arhgef6"
"2857","Rbmx"
"2858","Fmr1"
"2859","Mtm1"
"2860","Vma21"
"2861","Cetn2"
"2862","Nsdhl"
"2863","L1cam"
"2864","Arhgap4"
"2865","Flna"
"2866","Emd"
"2867","Dnase1l1"
"2868","Lage3"
"2869","Ubl4a"
"2870","Ikbkg"
"2871","G6pdx"
"2872","Gab3"
"2873","Dkc1"
"2874","Tbl1x"
"2875","Prkx"
"2876","Gk"
"2877","5430427O19Rik"
"2878","Pdk3"
"2879","Gspt2"
"2880","F630028O10Rik"
"2881","Igbp1"
"2882","Snx12"
"2883","Il2rg"
"2884","Taf1"
"2885","Nhsl2"
"2886","Rps4x"
"2887","Xist"
"2888","Pbdc1"
"2889","Atrx"
"2890","Magt1"
"2891","Cox7b"
"2892","Pgk1"
"2893","2610002M06Rik"
"2894","Sh3bgrl"
"2895","Diaph2"
"2896","Rpl36a"
"2897","Gla"
"2898","Armcx3"
"2899","Zmat1"
"2900","Armcx5"
"2901","Tceal9"
"2902","Bex3"
"2903","Atg4a"
"2904","Nxt2"
"2905","Acsl4"
"2906","Tmem29"
"2907","Huwe1"
"2908","Hsd17b10"
"2909","Smc1a"
"2910","Ubqln2"
"2911","Acot9"
"2912","Rps6ka3"
"2913","Eif1ax"
"2914","Bclaf3"
"2915","Sh3kbp1"
"2916","Txlng"
"2917","Ap1s2"
"2918","Zrsr2"
"2919","Bmx"
"2920","Piga"
"2921","Mospd2"
"2922","Hccs"
"2923","mt-Nd1"
"2924","mt-Nd2"
"2925","mt-Co1"
"2926","mt-Co2"
"2927","mt-Atp8"
"2928","mt-Atp6"
"2929","mt-Co3"
"2930","mt-Nd3"
"2931","mt-Nd4l"
"2932","mt-Nd4"
"2933","mt-Nd5"
"2934","mt-Cytb"
"2935","CAAA01118383.1"
"2936","Vamp7"
"2937","AC149090.1"
